Transaction_ID,Customer_Name,Email,Age,Join_Date,Product_Category,Price,Quantity,Discount_Percent,Total_Amount,Shipping_State,Customer_Review_Score,Is_Premium_Member
TXN-92025,dave  ,jane@yahoo.com,28,04/21/2022,Home & Garden,219.61,0.0,0.06,,teXas,2.0,False
TXN-98361, john doe ,alice_at_hotmail.com,48,26-09-2020,Home & Garden,202.3 USD,9.0,0.01,1820.7,California,1.0,Y
TXN-28031,Charlie!,alice_at_hotmail.com,twenty,Unknown,CLOTHING,462.63,4.0,0.13,,N.Y.,3.0,False
TXN-40802,Charlie!,,73,,CLOTHING,131.54,4.0,0.18,,california,4.0,0
TXN-19453,Charlie!,jane@yahoo.com,46,15-05-2020,Home & Garden,461.72,5.0,0.26,,teXas,5.0,False
TXN-38484, john doe ,alice_at_hotmail.com,49,05-09-2021,Clothing,358.99,4.0,0.17,,california,4.0,False
TXN-26504,Charlie!,charlie@gmail,58,2022-03-03,elctronics ,215.83,8.0,0.06,,california,4.0,Y
TXN-98882,bob,charlie@gmail,26,,CLOTHING,353.26,5.0,0.18,,CA,,No
TXN-82660,JANE SMITH,bob@.com,45,05/11/2020,Home_Garden,45.85,6.0,0.17,,TX,,True
TXN-71995, john doe ,charlie@gmail,27,2022-01-25,Clothing,266.98 USD,7.0,0.2,1868.86,,4.0,1
TXN-30019,JANE SMITH,charlie@gmail,73,Pending,Clothing,345.88,4.0,0.06,,teXas,5.0,True
TXN-73533,Alice_Jones,jane@yahoo.com,46,,,226.02,8.0,0.3,,teXas,1.0,Y
TXN-32459,dave  ,jane@yahoo.com,80,,Clothing,$160.32,1.5,0.24,240.48,N.Y.,3.0,Yes
TXN-75714,dave  ,alice_at_hotmail.com,23,2022-04-18,Electronics,189.31,6.0,0.15,,California,1.0,False
TXN-57167,bob,alice_at_hotmail.com,18,07-11-2021,Clothing,268.08,2.0,0.15,,TX,4.0,True
TXN-24917,JANE SMITH,bob@.com,67,30-06-2022,Home & Garden,166.12,1.0,0.24,,CA,1.0,1
TXN-72356,Alice_Jones,alice_at_hotmail.com,59,29-08-2020,Home & Garden,$30.79,6.0,0.01,3079.0,teXas,2.0,True
TXN-50469,,john@gmail.com,72,08/16/2022,elctronics ,Free,5.0,0.29,,California,3.0,1
TXN-52311,dave  ,jane@yahoo.com,62,2020-07-26,Clothing,57.8,4.0,0.26,,Texas,2.0,0
TXN-62694,dave  ,bob@.com,23,2021-07-10,elctronics ,38.04,-2.0,0.24,,,3.0,False
TXN-21595,,john@gmail.com,35,04-05-2022,,,5.0,0.25,,CA,3.0,No
TXN-74454,Alice_Jones,bob@.com,57,14-05-2020,CLOTHING,488.09,6.0,0.17,,Texas,3.0,N
TXN-27511,dave  ,jane@yahoo.com,28,2021-01-24,elctronics ,,6.0,0.01,,,1.0,No
TXN-31850,Alice_Jones,charlie@gmail,67,2020-12-12,Electronics,47.59,1.0,0.11,,NY,3.0,1
TXN-62759,bob,jane@yahoo.com,54,21-10-2021,Electronics,212.46,1.0,0.2,,N.Y.,1.0,True
TXN-69328,Alice_Jones,charlie@gmail,twenty,05/03/2020,elctronics ,157.73,5.0,0.28,,CA,3.0,N
TXN-87155, john doe ,alice_at_hotmail.com,60,04-12-2020,Home_Garden,471.2,9.0,0.24,,California,5.0,
TXN-87395, john doe ,bob@.com,79,2021-03-31,elctronics ,129.91,4.0,0.16,,CA,2.0,False
TXN-46709, john doe ,,48,,Clothing,92.95,0.0,0.1,,New York,4.0,
TXN-88238,Charlie!,john@gmail.com,32,06-02-2021,Clothing,462.1 USD,10.0,0.27,4621.0,California,5.0,Y
TXN-68600,bob,,47,2021-03-20,CLOTHING,21.48,4.0,0.28,,,4.0,True
TXN-91076, john doe ,bob@.com,34,,CLOTHING,489.81,10.0,0.18,,TX,5.0,0
TXN-61770,JANE SMITH,jane@yahoo.com,75,21-09-2020,Home_Garden,290.45,9.0,0.27,,CA,2.0,False
TXN-37657,dave  ,jane@yahoo.com,67,Pending,CLOTHING,484.25,2.0,0.21,,California,4.0,Yes
,dave  ,bob@.com,69,2021-05-20,elctronics ,45.79,6.0,0.23,,NY,2.0,No
TXN-98527,JANE SMITH,,38,,Electronics,68.58,1.0,0.03,,,2.0,No
TXN-65576,Charlie!,jane@yahoo.com,twenty,,Home_Garden,143.45,5.0,0.04,,Texas,5.0,True
TXN-87486, john doe ,,35,10-05-2022,Home & Garden,350.75,6.0,0.07,,New York,4.0,Y
TXN-19485, john doe ,jane@yahoo.com,43,05/09/2021,,348.8,10.0,0.09,,Texas,4.0,Y
TXN-77532,Alice_Jones,charlie@gmail,46,10-11-2021,elctronics ,323.26,9.0,0.13,,,3.0,Y
,bob,charlie@gmail,41,04/17/2021,elctronics ,308.8,6.0,0.12,,california,2.0,True
,Charlie!,bob@.com,58,03/11/2020,CLOTHING,330.85,5.0,0.06,,Texas,4.0,True
TXN-16024,Charlie!,,45,10/14/2020,CLOTHING,Free,4.0,0.27,,N.Y.,4.0,0
TXN-63888,dave  ,bob@.com,75,01/26/2020,Electronics,70.24,1.0,0.16,,,1.0,Y
TXN-59235,Charlie!,alice_at_hotmail.com,65,01/21/2021,Home_Garden,97.47,10.0,0.1,,Texas,1.0,Yes
TXN-84150,JANE SMITH,john@gmail.com,38,Pending,Electronics,357.68,2.0,0.04,,NY,5.0,No
TXN-27895,JANE SMITH,jane@yahoo.com,71,19-10-2020,Home_Garden,178.43,1.0,0.25,,California,3.0,False
TXN-99277,dave  ,jane@yahoo.com,41,22-06-2022,Electronics,364.21,8.0,0.04,,California,1.0,0
TXN-82282,bob,alice_at_hotmail.com,71,,CLOTHING,405.17,7.0,0.09,,teXas,3.0,No
TXN-92534,,bob@.com,51,2022-05-09,Home_Garden,141.18,9.0,0.02,,Texas,1.0,N
TXN-38632,bob,,77,19-08-2022,,351.34,3.0,0.11,,California,4.0,N
TXN-80764,Charlie!,alice_at_hotmail.com,,Unknown,Clothing,220.29,2.0,0.04,,CA,4.0,Yes
TXN-76793,JANE SMITH,charlie@gmail,,10/06/2021,Clothing,307.63,6.0,0.24,,teXas,5.0,True
TXN-44972,bob,jane@yahoo.com,19,23-02-2020,Home & Garden,238.12,1.0,0.24,,california,4.0,0
TXN-44386,Alice_Jones,bob@.com,twenty,11-01-2021,elctronics ,496.67,5.0,0.0,,teXas,4.0,No
TXN-51666, john doe ,charlie@gmail,49,03/02/2021,Electronics,430.78,2.0,0.3,,CA,1.0,No
TXN-59173,JANE SMITH,alice_at_hotmail.com,48,01/05/2021,Electronics,483.51,,0.15,,california,1.0,True
TXN-62216,JANE SMITH,,72,01/29/2020,elctronics ,367.88,1.0,-0.1,,CA,5.0,False
TXN-84686,,jane@yahoo.com,29,16-07-2021,Home_Garden,438.9,10.0,0.21,,Texas,2.0,False
TXN-15288,bob,bob@.com,53,12-02-2020,,100.83,1.0,0.06,,New York,3.0,
TXN-96094,Alice_Jones,,42,16-03-2020,elctronics ,277.87,9.0,0.25,,CA,2.0,False
TXN-99912,,jane@yahoo.com,42,20-09-2021,Electronics,56.21,6.0,0.16,,N.Y.,5.0,Yes
TXN-99912,JANE SMITH,,77,2020-02-04,CLOTHING,141.68,7.0,0.13,,teXas,3.0,N
TXN-64235,Charlie!,alice_at_hotmail.com,37,03/20/2022,Clothing,461.45,3.0,0.27,,California,2.0,Yes
TXN-85681,bob,jane@yahoo.com,twenty,2020-08-14,Home & Garden,484.9,3.0,0.22,,New York,2.0,0
TXN-60245,Charlie!,bob@.com,,14-11-2021,CLOTHING,326.33,3.0,0.18,,california,5.0,Y
,Alice_Jones,john@gmail.com,35,04/28/2021,Electronics,Free,1.0,0.23,,CA,0.0,True
TXN-23319,dave  ,charlie@gmail,250,2020-12-10,Electronics,465.94,10.0,0.14,,teXas,1.0,1
TXN-60345,bob,,18,03/17/2020,Home & Garden,88.59,7.0,0.17,,,3.0,
TXN-37596,Charlie!,bob@.com,43,2021-07-22,elctronics ,348.62,9.0,0.3,,California,4.0,1
TXN-39368,JANE SMITH,john@gmail.com,27,07/13/2021,Clothing,174.53,0.0,0.04,,teXas,2.0,0
TXN-19647,Alice_Jones,alice_at_hotmail.com,35,05-03-2022,Clothing,265.7,7.0,0.1,,Texas,3.0,1
TXN-37973,Charlie!,,80,2020-01-22,Home_Garden,239.98,8.0,0.01,,california,2.0,0
TXN-88826,bob,,33,Pending,elctronics ,188.43,4.0,0.14,,TX,1.0,N
TXN-13078,bob,alice_at_hotmail.com,37,11/28/2020,Home & Garden,274.57,1.0,0.1,,Texas,2.0,True
TXN-87300,Alice_Jones,alice_at_hotmail.com,30,,Home & Garden,Free,3.0,0.23,,N.Y.,3.0,False
TXN-23641,Alice_Jones,bob@.com,42,Unknown,Home_Garden,46.88,10.0,0.19,,California,5.0,No
TXN-77063,Alice_Jones,john@gmail.com,60,2021-01-08,Clothing,195.42,1.0,,,TX,3.0,True
TXN-73462,JANE SMITH,charlie@gmail,26,,,237.07,1.0,0.15,,Texas,2.0,No
TXN-78814,bob,alice_at_hotmail.com,19,01/02/2021,Home_Garden,242.28,1.0,0.28,,NY,5.0,1
TXN-50977,bob,jane@yahoo.com,32,,Clothing,41.12,8.0,0.19,,California,4.0,False
,Charlie!,john@gmail.com,68,18-01-2022,Electronics,447.61,,0.02,,Texas,4.0,True
TXN-41233,,,79,03-08-2021,Electronics,250.86,8.0,0.28,,NY,5.0,No
TXN-49867,dave  ,charlie@gmail,72,,Home & Garden,339.14 USD,7.0,0.04,2373.98,N.Y.,5.0,No
TXN-66542,bob,alice_at_hotmail.com,58,03-10-2020,Home_Garden,430.25,9.0,0.24,,california,3.0,
TXN-18513,Charlie!,jane@yahoo.com,75,2020-05-03,Electronics,398.15,5.0,0.14,,teXas,2.0,True
TXN-37044,,,77,2022-05-14,Clothing,450.46,9.0,-0.1,,NY,3.0,0
TXN-33759, john doe ,alice_at_hotmail.com,53,08/31/2022,Clothing,128.99,4.0,0.06,,California,5.0,0
,bob,jane@yahoo.com,twenty,2021-09-21,,305.12,9.0,0.1,,california,3.0,N
TXN-26583,bob,bob@.com,35,04-01-2020,CLOTHING,38.78,1.0,0.27,,New York,4.0,False
TXN-91622,JANE SMITH,bob@.com,80,11/15/2020,Electronics,319.92,4.0,0.12,,california,1.0,N
TXN-87830, john doe ,bob@.com,49,2020-07-27,Home & Garden,176.77,9.0,0.01,,teXas,5.0,N
TXN-23776,bob,alice_at_hotmail.com,23,05-10-2021,CLOTHING,306.81,2.0,0.05,,NY,2.0,False
TXN-10413,bob,jane@yahoo.com,74,2020-02-21,Clothing,311.21,7.0,500.0,,N.Y.,5.0,True
TXN-54113,Alice_Jones,charlie@gmail,22,2022-07-31,Clothing,401.51,2.0,0.04,,teXas,2.0,False
,Charlie!,charlie@gmail,48,,Clothing,51.2,2.0,0.23,,teXas,4.0,
TXN-79548,dave  ,alice_at_hotmail.com,19,Pending,CLOTHING,282.38,4.0,0.04,,TX,,True
TXN-12719, john doe ,charlie@gmail,25,27-09-2022,elctronics ,300.76,4.0,0.21,,,3.0,No
TXN-51037,dave  ,jane@yahoo.com,,2022-05-14,Home_Garden,258.89,9.0,0.22,,teXas,2.0,False
TXN-56594, john doe ,john@gmail.com,30,02/08/2022,Home_Garden,440.29,4.0,0.28,,teXas,1.0,No
TXN-87572,,,46,Pending,Clothing,323.27,3.0,0.13,,NY,5.0,Y
TXN-31606,dave  ,alice_at_hotmail.com,55,07-03-2021,,256.07,5.0,0.29,,TX,-3.0,True
TXN-67909,Alice_Jones,jane@yahoo.com,21,27-07-2020,elctronics ,461.41,4.0,0.07,,TX,4.0,
TXN-95031,bob,john@gmail.com,28,2022-08-22,Home & Garden,117.28,2.0,0.2,,,5.0,N
TXN-87077,,john@gmail.com,48,,Clothing,123.4,3.0,0.16,,New York,3.0,
TXN-97229,dave  ,alice_at_hotmail.com,twenty,Unknown,Home_Garden,342.74,3.0,0.09,,TX,3.0,1
TXN-96041,dave  ,,71,Pending,Electronics,213.37,9.0,0.29,,,3.0,0
TXN-19251,JANE SMITH,charlie@gmail,33,2020-04-20,elctronics ,53.91,3.0,0.24,,california,1.0,No
TXN-62222,JANE SMITH,john@gmail.com,33,09-06-2020,Clothing,102.33,3.0,0.13,,N.Y.,1.0,Y
,,alice_at_hotmail.com,24,18-07-2021,Home_Garden,419.11,4.0,0.18,,California,5.0,Y
TXN-36932, john doe ,bob@.com,80,09/07/2022,Electronics,10.48,6.0,0.21,,Texas,3.0,
TXN-15762,,jane@yahoo.com,40,,Home & Garden,118.77,4.0,0.01,,NY,2.0,No
,Alice_Jones,charlie@gmail,55,05/24/2020,Home & Garden,17.88,3.0,0.08,,N.Y.,4.0,
TXN-88318,bob,jane@yahoo.com,61,08-11-2020,elctronics ,475.95 USD,2.0,0.03,951.9,NY,3.0,True
TXN-47147,dave  ,bob@.com,26,11-08-2021,CLOTHING,186.14 USD,5.0,0.1,930.7,New York,2.0,N
TXN-53397, john doe ,jane@yahoo.com,42,2021-05-17,Electronics,410.84,2.0,0.29,,teXas,2.0,0
TXN-94442,dave  ,charlie@gmail,21,,Clothing,386.93,6.0,0.21,,New York,4.0,No
TXN-22639,dave  ,charlie@gmail,64,2021-05-21,CLOTHING,201.4,8.0,0.11,,teXas,1.0,0
TXN-14451,bob,jane@yahoo.com,54,03/21/2020,CLOTHING,442.24,1.0,0.24,,California,2.0,False
,bob,charlie@gmail,N/A,12-04-2020,Clothing,81.17,8.0,0.17,,N.Y.,3.0,True
TXN-14777,dave  ,charlie@gmail,55,2021-04-14,,157.52,8.0,0.06,,TX,3.0,0
TXN-55024,,jane@yahoo.com,53,19-01-2020,Home & Garden,66.73,1.0,0.2,,NY,3.0,True
TXN-17955,,alice_at_hotmail.com,N/A,06/21/2021,CLOTHING,250.24,5.0,0.04,,California,5.0,1
TXN-21470,bob,charlie@gmail,41,15-01-2022,Home_Garden,151.17,8.0,0.25,,NY,3.0,1
TXN-91865,JANE SMITH,bob@.com,63,23-09-2020,Electronics,118.55,10.0,0.09,,TX,2.0,Yes
TXN-51781,bob,alice_at_hotmail.com,twenty,2020-05-01,elctronics ,219.11,3.0,0.12,,NY,4.0,True
TXN-78408,Alice_Jones,jane@yahoo.com,32,2021-09-02,Home_Garden,411.95,9.0,0.22,,california,1.0,0
TXN-32652,Alice_Jones,bob@.com,25,11-03-2020,Clothing,117.14,7.0,0.11,,N.Y.,4.0,True
,Charlie!,alice_at_hotmail.com,twenty,15-01-2020,,451.18 USD,2.0,0.04,902.36,TX,2.0,No
TXN-71920,dave  ,alice_at_hotmail.com,N/A,06-01-2022,CLOTHING,86.0,1.0,0.22,,TX,5.0,True
TXN-12593,Alice_Jones,alice_at_hotmail.com,19,2020-01-10,,379.93,1.0,0.29,,CA,1.0,0
TXN-65226,JANE SMITH,,18,2021-01-06,,457.86,7.0,0.16,,,2.0,1
TXN-35142,Charlie!,,27,02-05-2022,CLOTHING,Free,1.0,0.3,,California,3.0,No
TXN-75871,Alice_Jones,jane@yahoo.com,19,12-09-2021,Home & Garden,,5.0,0.09,,california,1.0,1
TXN-47537,dave  ,john@gmail.com,53,01/12/2021,Clothing,230.45,2.0,0.17,,California,2.0,Y
TXN-84364,dave  ,jane@yahoo.com,67,10-03-2022,CLOTHING,353.47,7.0,0.05,,New York,3.0,False
TXN-34493, john doe ,,52,2022-04-11,Clothing,116.33,7.0,0.17,,teXas,1.0,False
TXN-39950,Charlie!,alice_at_hotmail.com,-5,2021-03-21,Home_Garden,245.57,4.0,0.11,,New York,-3.0,Y
TXN-92173,JANE SMITH,charlie@gmail,22,10/19/2020,CLOTHING,102.65,1.0,0.12,,NY,2.0,1
TXN-51296,,,63,03/10/2021,CLOTHING,352.19,8.0,0.16,,california,5.0,False
TXN-62433,Alice_Jones,jane@yahoo.com,31,11/20/2020,,376.93,1.5,0.11,,NY,5.0,1
TXN-95861,bob,bob@.com,26,2021-11-29,Clothing,358.71,5.0,0.13,,,1.0,Y
TXN-20483,,bob@.com,N/A,,Clothing,32.86,,0.22,,New York,5.0,Yes
TXN-88902,Charlie!,alice_at_hotmail.com,44,14-07-2020,Home_Garden,312.59,4.0,-0.1,,NY,5.0,1
TXN-34484,Alice_Jones,charlie@gmail,24,Pending,,484.59,9.0,0.04,,California,2.0,True
TXN-80913,JANE SMITH,charlie@gmail,70,03/25/2022,elctronics ,,3.0,0.27,,New York,2.0,Y
TXN-26282,dave  ,john@gmail.com,21,20-10-2021,Home & Garden,490.04,10.0,0.04,,NY,0.0,False
TXN-29689,dave  ,alice_at_hotmail.com,29,21-12-2021,Home & Garden,224.75,7.0,0.1,,,4.0,
TXN-86439,Charlie!,bob@.com,20,,CLOTHING,288.12,1.5,0.07,,california,4.0,N
,dave  ,bob@.com,71,13-05-2020,CLOTHING,284.53,3.0,0.26,,CA,2.0,Yes
TXN-89974,dave  ,alice_at_hotmail.com,twenty,2020-02-07,elctronics ,362.38,6.0,0.06,,California,5.0,Y
TXN-36967,bob,jane@yahoo.com,,,,222.29,9.0,0.03,,california,2.0,
TXN-14262,,,59,19-02-2022,,272.88,6.0,0.21,,Texas,4.0,Y
TXN-54450,JANE SMITH,alice_at_hotmail.com,38,Pending,CLOTHING,356.53,2.0,0.21,,New York,3.0,No
TXN-18813,dave  ,john@gmail.com,53,Pending,,322.08,5.0,0.15,,,3.0,Yes
TXN-64921,Alice_Jones,bob@.com,74,09-02-2020,Home_Garden,403.28,9.0,0.19,,,4.0,
TXN-61184,bob,jane@yahoo.com,64,Pending,Home_Garden,291.25,3.0,0.13,,N.Y.,3.0,False
TXN-83996,JANE SMITH,john@gmail.com,57,06/17/2021,Clothing,186.15,6.0,0.12,,teXas,4.0,
TXN-98828,bob,charlie@gmail,68,2020-07-09,Clothing,200.84,7.0,0.03,,NY,3.0,N
TXN-17046,,jane@yahoo.com,32,14-05-2022,elctronics ,424.82,9.0,0.22,,California,4.0,N
TXN-58160, john doe ,,27,Pending,CLOTHING,367.71,4.0,0.24,,california,2.0,False
TXN-26534,dave  ,bob@.com,27,2020-07-29,Electronics,64.85,5.0,0.29,,New York,1.0,
TXN-24267,JANE SMITH,bob@.com,36,2020-07-31,CLOTHING,81.68,3.0,0.11,,california,3.0,True
TXN-56825,JANE SMITH,alice_at_hotmail.com,80,2020-09-07,Clothing,324.18,0.0,0.03,,TX,5.0,False
, john doe ,charlie@gmail,77,08/26/2022,,,5.0,0.28,,TX,4.0,Yes
TXN-17579, john doe ,alice_at_hotmail.com,31,07-06-2021,Home_Garden,274.9,6.0,0.05,,California,2.0,True
TXN-84622,JANE SMITH,john@gmail.com,65,30-03-2021,,169.46,10.0,0.25,,New York,3.0,False
TXN-84843,Charlie!,charlie@gmail,46,06-04-2022,Clothing,39.07,8.0,0.09,,,1.0,Y
TXN-38903,Charlie!,bob@.com,33,07/23/2020,CLOTHING,368.71,7.0,0.29,,California,2.0,Yes
TXN-44781,bob,jane@yahoo.com,48,2021-08-24,,178.97,7.0,0.2,,California,2.0,
TXN-81218, john doe ,alice_at_hotmail.com,55,08/18/2022,elctronics ,325.33,9.0,0.17,,California,4.0,
TXN-17191, john doe ,john@gmail.com,,2020-06-02,Clothing,474.84,9.0,0.21,,New York,4.0,False
TXN-87755,JANE SMITH,john@gmail.com,63,Unknown,CLOTHING,107.8,8.0,0.01,,teXas,3.0,Y
TXN-67258,Alice_Jones,john@gmail.com,36,07/14/2020,Electronics,382.66 USD,9.0,0.02,38266.0,Texas,3.0,False
TXN-98813,dave  ,,77,03-08-2020,Clothing,329.17,7.0,0.29,,Texas,3.0,No
TXN-20126,JANE SMITH,john@gmail.com,30,12/24/2020,Electronics,363.04,6.0,0.03,,New York,3.0,True
TXN-10066,Alice_Jones,john@gmail.com,61,Pending,CLOTHING,180.98,6.0,0.17,,,1.0,1
TXN-76597,Alice_Jones,bob@.com,80,Pending,Home & Garden,146.78,9.0,0.29,,N.Y.,3.0,1
TXN-41819,Alice_Jones,jane@yahoo.com,34,09/15/2021,Home & Garden,430.3,2.0,0.06,,CA,4.0,No
TXN-93758,Charlie!,john@gmail.com,71,2021-01-05,Electronics,387.22,6.0,-0.1,,california,4.0,0
TXN-91306,Alice_Jones,alice_at_hotmail.com,30,2022-02-10,elctronics ,,9.0,0.24,,NY,2.0,No
TXN-53885,dave  ,,35,Unknown,CLOTHING,227.34,5.0,0.02,,Texas,3.0,Yes
,dave  ,charlie@gmail,78,Pending,Clothing,45.67,6.0,0.07,,california,4.0,Yes
TXN-46657,bob,jane@yahoo.com,29,25-07-2022,Electronics,480.02,6.0,0.2,,,5.0,True
TXN-66432,Charlie!,jane@yahoo.com,31,,Home & Garden,69.2,3.0,0.17,,NY,4.0,0
TXN-64233,dave  ,john@gmail.com,80,2022-02-22,elctronics ,312.09,1.0,0.27,,,1.0,Yes
TXN-62224,bob,alice_at_hotmail.com,,01/23/2020,Home_Garden,278.36,8.0,0.14,,,,
TXN-48107,dave  ,,35,2020-01-14,CLOTHING,322.1,8.0,0.24,,California,5.0,No
TXN-28752,,jane@yahoo.com,32,Unknown,elctronics ,338.33,,1.5,,California,5.0,No
TXN-12706, john doe ,alice_at_hotmail.com,79,2021-05-31,Home & Garden,398.92,5.0,0.19,,Texas,3.0,False
TXN-86190,,jane@yahoo.com,67,04-08-2020,Electronics,,8.0,0.19,,TX,5.0,True
TXN-62552,bob,,70,03-07-2020,CLOTHING,220.01,1.0,0.08,,California,2.0,N
TXN-45989,dave  ,jane@yahoo.com,18,Pending,elctronics ,28.1,1.0,0.09,,california,,True
TXN-49967,bob,,42,30-07-2020,CLOTHING,201.21,10.0,0.1,,New York,5.0,True
TXN-98455,Charlie!,charlie@gmail,69,26-07-2021,elctronics ,178.4,5.0,0.13,,TX,3.0,
TXN-13763,Alice_Jones,john@gmail.com,22,2022-03-24,Home_Garden,389.9,3.0,0.29,,New York,3.0,1
TXN-44468,JANE SMITH,jane@yahoo.com,twenty,07/02/2021,CLOTHING,223.47,9.0,0.17,,Texas,3.0,False
TXN-15289,bob,jane@yahoo.com,28,2020-08-13,Clothing,126.93,4.0,0.26,,NY,3.0,
TXN-76276,dave  ,alice_at_hotmail.com,47,2021-06-06,elctronics ,407.59,5.0,0.25,,teXas,,False
TXN-60778,bob,jane@yahoo.com,54,2020-04-15,elctronics ,292.22,2.0,0.08,,teXas,2.0,Y
TXN-60778,dave  ,alice_at_hotmail.com,41,2022-03-12,elctronics ,331.98,10.0,0.22,,teXas,5.0,Y
TXN-46461,,john@gmail.com,32,11/09/2020,,128.35,10.0,500.0,,N.Y.,1.0,False
TXN-43957,JANE SMITH,john@gmail.com,75,2022-07-29,CLOTHING,490.32,3.0,0.15,,,1.0,True
TXN-54774, john doe ,jane@yahoo.com,19,03/17/2022,CLOTHING,492.59,3.0,0.29,,CA,2.0,True
TXN-72138, john doe ,charlie@gmail,23,24-06-2022,Clothing,257.21,9.0,0.22,,,4.0,No
TXN-33723, john doe ,,79,,Home_Garden,$147.92,,0.23,14792.0,California,1.0,N
TXN-30840,dave  ,,24,2022-03-08,Home & Garden,181.16,1.0,0.12,,TX,4.0,0
TXN-99044,JANE SMITH,jane@yahoo.com,18,2021-11-02,CLOTHING,49.58,10.0,0.23,,Texas,3.0,False
TXN-60425,dave  ,bob@.com,250,2022-08-29,Home_Garden,450.41,2.0,500.0,,,2.0,0
TXN-64889,JANE SMITH,bob@.com,79,10/03/2021,CLOTHING,377.93,5.0,0.0,,teXas,1.0,N
TXN-71976,Charlie!,bob@.com,28,08/04/2022,Electronics,277.27 USD,1.0,0.05,277.27,CA,2.0,N
TXN-93977,Alice_Jones,,78,2021-10-10,Electronics,282.84,6.0,1.5,,New York,1.0,Yes
TXN-15258,bob,alice_at_hotmail.com,47,22-04-2020,,471.89,9.0,0.29,,NY,5.0,Yes
TXN-86444,dave  ,alice_at_hotmail.com,69,25-03-2021,Electronics,66.29 USD,2.0,0.08,132.58,,3.0,0
TXN-43467,Charlie!,john@gmail.com,45,31-05-2021,elctronics ,313.49 USD,-2.0,0.08,-626.98,,1.0,No
TXN-37621,,john@gmail.com,63,Pending,Clothing,394.65,10.0,500.0,,NY,2.0,N
TXN-32851,JANE SMITH,john@gmail.com,39,,Electronics,$243.07,4.0,0.19,972.28,NY,3.0,Yes
TXN-21630,Alice_Jones,jane@yahoo.com,21,01/03/2022,,223.75,9.0,0.04,,CA,5.0,N
TXN-98747,bob,jane@yahoo.com,46,13-12-2020,CLOTHING,417.19,8.0,0.28,,CA,1.0,Y
TXN-46789,,charlie@gmail,41,Unknown,Home_Garden,57.58,8.0,0.29,,New York,1.0,1
TXN-26930,bob,,77,11-01-2020,Home_Garden,119.83,3.0,0.22,,TX,5.0,No
TXN-52150,Charlie!,charlie@gmail,69,22-06-2022,Electronics,48.41,8.0,0.1,,,1.0,No
TXN-30494,dave  ,bob@.com,43,01/18/2022,Home & Garden,187.32,2.0,0.25,,california,5.0,Y
TXN-91887,JANE SMITH,alice_at_hotmail.com,31,27-03-2020,CLOTHING,131.18,,0.2,,Texas,3.0,False
TXN-88079,Alice_Jones,jane@yahoo.com,54,2020-06-30,Home & Garden,98.37,7.0,0.12,,,2.0,False
TXN-89739,,bob@.com,,Pending,Home & Garden,154.7,9.0,0.29,,Texas,5.0,0
TXN-89739,,alice_at_hotmail.com,68,20-07-2021,elctronics ,232.3,5.0,0.11,,CA,5.0,True
TXN-28655,JANE SMITH,,66,,Electronics,271.38,6.0,0.08,,teXas,1.0,0
TXN-23181,JANE SMITH,john@gmail.com,21,07/08/2022,Clothing,374.59,1.5,0.27,,CA,3.0,No
TXN-52117,JANE SMITH,charlie@gmail,49,2020-04-18,CLOTHING,160.51,2.0,0.23,,CA,1.0,True
TXN-75638,Charlie!,charlie@gmail,40,02/11/2022,Home_Garden,169.2,4.0,0.26,,CA,-3.0,False
TXN-26951,dave  ,charlie@gmail,23,,Home & Garden,122.96,6.0,0.19,,,1.0,Y
TXN-11568,Alice_Jones,jane@yahoo.com,18,07-06-2020,,173.97,3.0,0.12,,Texas,1.0,No
TXN-75653,dave  ,alice_at_hotmail.com,50,,elctronics ,393.41,0.0,0.21,,California,3.0,
TXN-68467,dave  ,john@gmail.com,38,Unknown,Home & Garden,401.07,7.0,0.27,,NY,3.0,No
TXN-77886,bob,,59,,Clothing,143.37,7.0,0.13,,Texas,5.0,
TXN-96574,,john@gmail.com,21,04/21/2020,elctronics ,322.97,7.0,0.28,,california,1.0,Yes
,JANE SMITH,john@gmail.com,21,09/08/2021,,265.99,2.0,0.27,,TX,1.0,Y
TXN-78946, john doe ,jane@yahoo.com,69,05/05/2021,,49.23,2.0,0.06,,NY,4.0,No
TXN-20043,Charlie!,john@gmail.com,52,05/06/2022,elctronics ,350.24,2.0,0.12,,,4.0,False
TXN-49174,JANE SMITH,john@gmail.com,37,,elctronics ,,7.0,0.29,,california,4.0,Y
TXN-77358,Charlie!,bob@.com,68,2022-05-11,elctronics ,366.17,7.0,0.24,,california,10.0,Y
TXN-30547,Alice_Jones,,45,07/23/2022,Electronics,396.37,10.0,0.11,,NY,2.0,True
TXN-74457,Charlie!,alice_at_hotmail.com,75,,Clothing,475.78,1.0,0.01,,New York,0.0,
TXN-64006,Alice_Jones,,65,04/10/2022,Electronics,414.38,7.0,0.11,,N.Y.,1.0,True
TXN-93131, john doe ,bob@.com,70,03/02/2021,Home & Garden,159.9,5.0,0.01,,New York,5.0,True
TXN-73946,dave  ,charlie@gmail,,2021-07-01,Clothing,170.16,3.0,-0.1,,NY,1.0,True
TXN-80706,Charlie!,john@gmail.com,55,23-03-2020,elctronics ,263.48,2.0,0.0,,california,4.0,No
TXN-76117, john doe ,,80,,Electronics,286.51,1.0,0.21,,TX,4.0,False
TXN-45138,JANE SMITH,,27,01/09/2022,Electronics,$52.88,9.0,0.07,475.92,New York,2.0,1
